Year,Month,Day,Open,High,Low,Volume
2020,7,9,0.8949936836692814,0.8428971692205396,0.8451430407251814,-0.36146775650519325
2021,12,30,1.883248843809249,1.8775760743031,1.9439470858120858,-1.4575985372103641
2021,4,15,1.2329789361727796,1.2497155521653667,1.291288104644067,-1.0639130027444466
2020,6,30,0.3433697865783298,0.3526383055737128,0.38091591099558475,-0.7884371406485462
2020,10,30,0.8346156847905762,0.8043575028825901,0.6208331312160894,0.15011541424001548
2019,8,30,-1.085674158858069,-1.1314212219931221,-1.1051247820744134,-0.7239756849060754
2018,10,17,-0.33401827266726586,-0.373161739572665,-0.4803501017513309,2.0103250698547064
2019,12,11,-1.1262098094311592,-1.126837699525595,-1.0732436073749851,-0.4266572964593581
2020,4,27,0.10695966915280374,0.08519892604938882,0.13195765311134874,-0.24783461346582342
2020,7,16,1.0658287553118728,1.081805767507328,0.9267966355499816,2.0103250698547064
2019,7,15,-0.3849474312201266,-0.4322809766187067,-0.4251530571243701,0.1856875285827748
2021,12,3,1.9754697120987716,1.9233187381868104,1.7798783847391941,-0.6254762922669145
2021,6,22,0.8018281666235335,0.8761048194783009,0.8453332710713565,-0.3695806948640681
2021,8,30,1.3565700518562387,1.3775886645515327,1.4225244792866583,-1.2470521849930236
2019,11,8,-1.180634985707558,-1.1777251157718396,-1.1369106940911053,-0.7076978021732045
2019,12,6,-1.029736845356826,-1.0480743778270982,-0.9933029516901453,-0.7210113420441788
2019,7,24,-0.974839047063547,-0.9345133340131986,-0.9490501142130503,1.230254345295481
2021,1,6,0.928726143506892,0.8718952725424255,0.8805453659040167,-0.4900006228767276
2019,5,23,-0.5497353901885097,-0.5843816961248556,-0.5640974009444877,-0.4161000753897964
2018,8,9,-0.620979802529359,-0.6309662095282262,-0.5819889413897289,-0.6267504396373789
2021,3,15,0.9698286967199148,0.9432686136064846,0.9617232468704829,-0.9741506206456125
2021,11,9,2.2679117260117843,2.250719213631135,2.317765371101359,-1.252044762444639
2021,8,26,1.2517820527359256,1.2413900948295917,1.3221228649298862,-1.4652954274482712
2021,5,13,0.7129144524482527,0.6631075273508146,0.7207590221977758,-1.1748418329975248
2020,4,16,0.2203458664491457,0.2771490447554552,0.23445296231972618,2.0103250698547064
2018,3,8,-0.8643819742996611,-0.9071050219199758,-0.8835748161574835,1.0685936472918742
2019,8,1,-0.8450119456477333,-0.8541599311027608,-0.8397027343920346,-0.17354402086548482
2020,1,9,-0.6772948621468945,-0.7153418863025858,-0.6886719353206149,-0.6556137780295301
2018,3,16,-0.871752067675074,-0.8959736676752491,-0.8432238848714411,0.02680915238814119
2021,4,20,1.3298296463634047,1.343913420934741,1.3259292229356576,1.0471411660544647
2018,4,16,-0.9230595392752131,-0.9709014086152215,-0.9799795566597629,2.0103250698547064
2020,2,7,-0.4595932782982699,-0.4498671060712131,-0.4130666018730686,-0.7398895255330993
2021,12,16,1.733012481999037,1.7112569321149602,1.7227778756068022,-1.0628468794344663
2018,9,18,-0.5670266624411547,-0.4840102423846108,-0.527362873303837,0.8277797942741155
2021,2,25,1.2906172694058622,1.2776848135246166,1.2255276085788867,-0.7742915045356362
2020,3,13,-0.7858620515696436,-0.7808219813914506,-0.9477176262486885,0.5792430480108899
2018,11,21,-1.3158480070857463,-1.3521827415613767,-1.384346233664805,0.9861381103175397
2020,6,4,0.08229831297359602,0.08248609506415687,0.029081597708076484,-0.4732806890153284
2020,3,12,-0.8237520336546693,-0.787370103151928,-0.9483838749892455,1.2588056475969063
2020,10,12,1.276821740860111,1.2340004041784325,1.249224224701314,-0.47832527248206463
2019,11,20,-1.0646031199231512,-1.0443327142335301,-1.0085298112259589,-0.5509516725985315
2020,10,1,0.872599956947502,1.0257736082528492,0.9195641042449935,0.24003381438421245
2021,6,2,0.8139226754374435,0.7794750293316249,0.8455237869200767,-1.2901651715283269
2021,9,29,1.6566656151890542,1.7772046299171542,1.7228731382895377,-0.262526312737504
2018,2,23,-1.253674698403299,-1.2524658736231364,-1.2292232980561577,0.01851419297634243
2019,4,10,-0.4525066409672483,-0.4774621206241325,-0.42562878049945524,-0.6981807014060629
2021,1,8,0.9224898743090433,0.8732050054043929,0.9282243861970794,-1.1068699712343868
2020,2,11,-0.37729388180032314,-0.3908415055611482,-0.354538637112875,-0.6390758652210543
2018,9,20,-0.410270273025511,-0.46427252119617834,-0.41687324538138515,-0.12026385837402744
2018,9,28,-0.3254197910257447,-0.3656784123855295,-0.31637636834187816,-0.030085428154225536
2020,8,14,0.6532922292676263,0.6401893818181204,0.6969671433926121,-1.114774885532778
2020,9,3,1.2408216421162224,1.2544863383505473,1.0882009507327437,0.47858540574420766
2021,1,7,0.893859868940567,0.9031388754108945,0.9464014101544784,-0.921598542365849
2021,5,20,0.7168828087231792,0.7746108965937442,0.7804292445761553,-0.9125494957347963
2020,1,27,-0.639971792150651,-0.6360176059837618,-0.6276695199971695,0.12452845480048698
2020,10,27,0.7212294874942339,0.6603946963655817,0.7228527265661334,-0.9369923228416631
2018,6,22,0.05952654722118146,0.005687382012910127,0.025465184545934067,0.8315762333779483
2020,3,19,-0.8442561605008044,-0.6677285309365798,-0.8579747355296244,0.8803058695463186
2020,11,16,0.6266464067610374,0.6144650587474951,0.6692733679131473,-0.8521185061642024
2021,9,20,1.6356888663260383,1.6055534622945273,1.5332043470720356,-0.9096891649031416
2021,10,4,1.8870286199403705,1.929211993516305,1.7863497091569378,-0.5810891583611469
2021,1,22,1.591373741985019,1.5350216807668486,1.4977064737079187,0.08326168180197904
2019,6,5,-0.5603180546919196,-0.5800787932819818,-0.5544856817589837,-0.5747964305315069
2019,12,18,-0.9205081608590496,-0.8842807935522372,-0.8695851819032953,1.0340876562590953
2018,11,8,-0.8095787589926265,-0.8217005031829814,-0.8599734627177912,0.9863721373855843
2018,12,19,-1.3579900849555815,-1.3004534757954727,-1.3628385750767191,1.7052252813955109
2020,2,4,-0.4977667164276863,-0.4707270157749792,-0.4841567452596479,-0.017968026631034164
2019,1,3,-1.3557221625838092,-1.3479731852712016,-1.3565574810051497,2.0103250698547064
2020,12,18,1.1293253281610176,1.0895699949480964,1.1329298066042215,-0.709335991649516
2019,8,26,-1.119123172100138,-1.1500361840539632,-1.0894221991635147,-0.6591501870577576
2018,5,25,-0.602649005619901,-0.6130061138983685,-0.553343709643342,0.15258569995826274
2021,4,1,1.098427409869618,1.1282032978220227,1.14254181129227,-0.8560189572982768
2019,10,28,-1.2815489186248472,-1.254804448447739,-1.233600927622296,-0.2554014886659278
2020,1,7,-0.7295469919521086,-0.778202786942195,-0.7296891058304622,-0.6571999614907202
2018,12,6,-1.3733917478837336,-1.2784708163184149,-1.3307668750118193,1.519537804406005
2018,6,26,-0.1927578551493765,-0.14136221231238316,-0.1705799539091217,2.0103250698547064
2020,9,17,0.5809140116469118,0.5473012552650107,0.5357533535753218,-0.4813936273742032
2021,8,12,0.9276866188500791,0.8709600671157673,0.9538244668249384,-1.4418407146287033
2018,2,6,-1.568321424247197,-1.4330037378308438,-1.5414678964616193,1.395113413229029
2020,2,26,-0.4475933430217544,-0.3544531409758467,-0.3994577138137752,0.4429612853863277
2020,3,26,-0.6583971625975039,-0.5243272536521563,-0.6209124170479697,-0.00025997848233590284
2021,1,13,0.7731035782688123,0.8648795480686181,0.8187817436933281,-0.5716760696242472
2020,10,23,0.703276436701069,0.6563724225016608,0.7078163828790394,-0.5987712035022846
2018,10,25,-1.00687078953251,-0.9349809367265276,-0.9680836172571811,1.5904220030159184
2021,8,9,1.015466801762138,0.9614159823082968,1.0565100063794903,-1.5245042756635219
2021,6,16,0.7683791533814645,0.7162398725313844,0.7547339012655608,-0.9614351499485296
2020,5,1,0.013416113076420658,0.07556400712632719,0.04526018949660604,0.2780502114376587
2018,9,5,-0.5072155662023813,-0.5285365106047535,-0.677061479430192,1.5243483608046968
2020,6,2,0.1151801212125398,0.07200932662143464,0.11882448842714097,-0.9714203048517606
2021,9,30,1.8365715070245556,1.86251579274715,1.9135886294231939,-0.1606985351305995
2021,10,22,2.2500532676537124,2.297116743945829,2.3300417711962886,-0.2716273653836777
2018,10,8,-0.6472475860053117,-0.626195423343044,-0.655363304993386,1.3378287875732553
2019,3,5,-0.5879088283179261,-0.5960745702478675,-0.5588633018083702,-0.33616683014883003
2020,6,9,0.07530596571447641,0.13879916392656635,0.12691379383815696,-0.11274898918904389
2019,9,10,-1.157674346896997,-1.1479782288540143,-1.1830669960736315,1.3234491243923008
2020,5,27,-0.0311824673089905,0.0011972154523815681,-0.08673740154998014,0.836178765716156
2021,2,24,1.191687509901611,1.2811458668478308,1.2571232902494045,-1.0363758177378808
2019,8,15,-1.0788709775714385,-1.1156124281159128,-1.132247581012809,0.6237081909393388
2021,5,27,0.8326312184631945,0.79706115878413,0.8714093700935979,-1.034087553072557
2020,11,11,0.654992956085123,0.6715263405935875,0.6784096587428639,-0.46027918523508005
2019,12,2,-0.9381774626934807,-0.9868971762268078,-0.9823587445402793,-0.2630983789038349
2019,3,29,-0.5340502617671163,-0.576617749313067,-0.506901924148657,-0.6565758893092685
2021,6,15,0.827245591415163,0.760860067270783,0.7939428699527127,-1.0730140553906204
2019,4,8,-0.4589320855864357,-0.504683168999701,-0.44770771064790726,-0.6700454472256056
2021,8,24,1.3020499996792514,1.266740451722865,1.3541942794922415,-1.331639968587319
2021,8,3,0.9515924922455502,0.8955619210420807,0.9364086497547829,-1.209451836060546
2019,2,4,-0.6716254955889784,-0.6350821199281248,-0.6250048390877428,0.47346281325478995
2020,4,22,0.15165283252445946,0.12261612324302594,0.05734635924536245,2.0103250698547064
2018,8,6,-0.669074410087158,-0.6352691030168007,-0.6208174493845311,0.25157914974107287
2018,11,26,-1.4469037896820123,-1.4372132847667196,-1.4577204545171896,1.3698384898802265
2019,1,2,-1.4589037249585277,-1.404473237222287,-1.4312640375538723,1.1568478549521994
2021,3,8,0.9522539778717273,0.9255894275845581,0.8172590253827916,-0.8447856580321423
2019,7,18,-0.849641787548836,-0.8422797932620942,-0.8248566210511157,2.0103250698547064
2020,11,13,0.6906150157983768,0.6458956447046392,0.6740317436741802,-1.099381105056964
2021,5,24,0.825544581132173,0.7891099482546866,0.8806406285867531,-1.252824852671454
2019,6,3,-0.6625546753960694,-0.6756797414660236,-0.7073246826530991,0.1609586683927425
2020,2,10,-0.4599713173289056,-0.4218042081759849,-0.4230593622727642,-0.5035481898157462
2018,4,26,-0.9796580549371393,-0.9659436393413643,-0.9649432129726694,0.529447288532539
2021,10,7,2.1595331167328373,2.122939737780945,2.126764091919495,-0.9552724371566921
2021,3,24,1.1348058216607866,1.0713289990646062,1.0756387721063565,-0.8134780369293045
2022,1,28,-0.2543642517430411,-0.3076816444838002,-0.3320792367553221,1.231502489658385
2019,9,26,-1.3914388052833075,-1.4203756582811746,-1.3968131591252073,0.11789768787256036
2021,4,14,1.3340817421482154,1.2626245319686675,1.2519844537960223,-0.9075829212907414
2018,3,15,-0.8552165805693572,-0.9026151359884256,-0.8454125473864856,-0.4128496994447343
2020,8,13,0.6115281904284263,0.6038949343977744,0.6611843575214286,-1.097768918588213
2019,10,1,-1.3826514411347892,-1.381555091689593,-1.3603641245134672,0.3691647499296382
2019,10,16,-1.2336431841251938,-1.2321669225396976,-1.2013392922305186,2.0103250698547064
2019,11,7,-1.1620207422025586,-1.138436946466929,-1.1296781627861179,-0.3385851098519562
2019,11,21,-1.01745345403592,-1.0027996066399945,-0.9775051060965104,0.06703580508422899
2020,7,10,1.00204901933268,1.2720724678030533,0.992652689317195,2.0103250698547064
2020,5,6,0.1475896097977955,0.18594462659596467,0.18477580487709033,-0.14819108849400073
2018,7,2,-0.26674222605019227,-0.2012296716964066,-0.256706440982795,0.2371214775374371
2019,3,1,-0.4858610712230723,-0.5334009333259125,-0.49757540297276626,-0.4431172002451524
2019,7,29,-0.7341768338532119,-0.7810092451091053,-0.7442497261424705,-0.3764714918675998
2018,10,11,-0.838492220405494,-0.8015885351882183,-0.8675867402176736,2.0103250698547064
2019,11,22,-0.9881619630412665,-1.0148667275693368,-0.9760776504687099,-0.32776785870678976
2020,11,9,0.6789931195524965,0.7105338902738444,0.5737253920001446,0.8292619657050642
2019,10,18,-1.1746824560195939,-1.206629863186727,-1.2715729660471187,2.0103250698547064
2019,5,22,-0.5260186827655269,-0.46240183906818355,-0.4727368147346973,-0.26034206010242217
2018,8,1,-0.7352163585100242,-0.7060812141858538,-0.6942867806516273,0.14559089092448907
2021,4,23,0.900757633213442,0.8400909916826085,0.8919655819315133,0.020048370422412098
2018,5,18,-0.83887024998728,-0.8743649743755432,-0.8010647422459525,-0.9498638115841089
2020,5,5,0.13114870567832387,0.10390752464620762,0.13880973324073878,-0.24554634880049966
2018,6,27,-0.057828289815578936,-0.07765946215311383,-0.16153892576214102,2.0103250698547064
2020,2,13,-0.34696315906319936,-0.3229291991117037,-0.2899198086272875,-0.7138345119574818
2020,6,15,0.07294375327080253,0.061719541267388316,0.08037702164653035,-0.7183850382805685
2020,2,25,-0.39382936890603937,-0.41385299764654154,-0.46873965537765966,-0.19486648706509202
2018,11,30,-1.1875327499804327,-1.2074717127063865,-1.1792603525653145,1.203809286606456
2021,10,11,2.0742103056305337,2.0535304253975792,2.0918377756182913,-1.1358373216567799
2022,2,3,0.07332178285258857,0.08763113740996854,-0.025639723543799623,0.6954764918063095
2021,9,2,1.6063030852594824,1.6731848684903394,1.6816654424142186,-0.27321354884486804
2020,11,17,0.6277802214897518,0.6325190715423085,0.6840245040738758,-0.918556190481271
2021,9,9,1.821642163750091,1.7730887101629567,1.8041459869194425,-1.1119925637238046
2020,6,19,0.33486587847420257,0.3187757888849682,0.36759251596520237,-0.33702492939832646
2020,9,23,0.73096179331332,0.6655397387113938,0.5902844444810234,-0.9111973393416505
2021,10,13,2.064572299332198,1.985805392020089,2.0472988741071942,-1.2508226210892956
2021,6,18,0.781607486372939,0.7913548865433113,0.8400039092525025,-0.5286410921116255
2020,8,3,0.7292607735814808,0.7782589236513344,0.7923251839787375,-0.35299077604047135
2020,5,26,0.13313287909136204,0.08052177640018436,0.05867884720972435,0.16914961577429913
2018,8,30,-0.4599713173289056,-0.40300197304318935,-0.413352085385227,0.9752168471421313
2019,3,28,-0.5592788229494497,-0.5982261619837936,-0.5498222736613899,-0.7461822533627395
2021,12,15,1.7433114069925626,1.7380100877939215,1.6895645079623083,-1.1348752103770416
2021,4,27,0.9348678391673448,0.8708664305797905,0.9288903399183391,-0.9021222897030371
2018,4,20,-0.7697046034945627,-0.7799801225174912,-0.7706110231743247,0.501364040367203
2020,10,22,0.7654500288490093,0.7038924219606674,0.7140022142678724,-0.06050894700000644
2019,1,28,-0.7462713521159714,-0.7819447311647422,-0.7432027312070192,0.3696328040657274
2020,6,1,0.04866014320788797,0.06387113300331533,0.08570638346538388,-0.9066988190336847
2019,4,29,-0.3779553674264998,-0.42386216337593424,-0.3602487451266233,-0.8864164731364974
2018,3,19,-0.9248548396301047,-0.9624825953724491,-0.9481936446430709,0.7006770933184086
2021,5,18,0.7060166881753787,0.6883642477081112,0.7538774221788291,-1.2689727203665222
2019,3,4,-0.5098612346904459,-0.5392005521194299,-0.5608617339772402,0.06667176297838233
2018,8,21,-0.7812322096685409,-0.7333022625614223,-0.7353989283416644,1.9639032006073307
2020,4,30,-0.03184395293516768,0.042543339957241376,0.00976260163503571,0.188105808285901
2018,12,18,-1.4209194528016005,-1.3483474414318315,-1.3674064254722802,0.8111638724429585
2021,7,2,1.1510575692566187,1.1098686654025556,1.1650012116498232,-1.366483998718384
2019,4,17,-0.45949898822636837,-0.47830397014379217,-0.5364988786310075,2.0103250698547064
2018,3,28,-1.0893590590886033,-1.1327309548550897,-1.1930597659900792,2.0103250698547064
